date, pm25, pm10, o3, no2, so2, co, year
3/30, 35, , 27, 6, , 3, 2016
3/31, 36, , 27, 5, , 2, 2016
4/1, 38, , 28, 4, , 2, 2016
10/2, 38, , 20, 10, , 4, 2015
10/3, 23, , 28, 3, , 3, 2015
10/4, 39, , 30, 5, , 3, 2015
10/5, 36, , 28, 10, , 4, 2015
10/6, 27, , 29, 8, , 5, 2015
10/7, 24, , 25, 8, , 3, 2015
10/8, 36, , 21, 17, , 5, 2015
10/9, 40, , 22, 11, , 3, 2015
10/10, 18, , 19, 5, , 3, 2015
10/11, 10, , 18, 8, , 3, 2015
10/12, 21, , 18, 20, , 6, 2015
10/13, 33, , 29, 22, , 6, 2015
10/14, 42, , 27, 15, , 5, 2015
10/15, 30, , 24, 7, , 3, 2015
10/16, 23, , 29, 5, , 3, 2015
10/17, 23, , 36, 3, , 2, 2015
10/18, 9, , 32, 3, , , 2015
10/19, 10, , 23, 8, , 3, 2015
10/20, 16, , 15, 16, , 5, 2015
10/21, 21, , 17, 16, , 5, 2015
10/22, 26, , 22, 11, , 4, 2015
10/23, 37, , 16, 13, , 4, 2015
10/24, 37, , 20, 12, , 4, 2015
10/25, 44, , 27, 5, , 3, 2015
10/26, 27, , 17, 11, , 4, 2015
10/27, 23, , 23, 19, , 4, 2015
10/28, 21, , 25, 10, , 3, 2015
10/29, 15, , 22, 16, , 4, 2015
10/30, 21, , 15, 21, , 6, 2015
10/31, 35, , 19, 9, , 4, 2015
11/1, 26, , 21, 4, , , 2015
11/2, 7, , 26, 8, , 3, 2015
11/3, 6, , 22, 11, , 3, 2015
11/4, 5, , 25, 14, , 3, 2015
11/7, 35, , 25, 14, , 4, 2015
11/8, 35, , 27, 7, , 3, 2015
11/9, 24, , 33, 10, , 4, 2015
11/10, 19, , 22, 17, , 5, 2015
11/11, 29, , 16, 23, , 6, 2015
11/12, 40, , 17, 21, , 6, 2015
11/13, 40, , 17, 27, , 8, 2015
11/14, 47, , 31, 16, , 6, 2015
11/15, 66, , 30, 3, , 3, 2015
11/16, 19, , 27, 9, , 3, 2015
11/17, 16, , 17, 15, , 4, 2015
11/18, 20, , 16, 25, , 7, 2015
11/19, 38, , 15, 25, , 8, 2015
11/20, 39, , 10, 23, , 7, 2015
11/21, 35, , 19, 23, , 8, 2015
11/22, 49, , 20, 24, , 7, 2015
11/23, 55, , 22, 12, , 5, 2015
11/24, 38, , 26, 9, , 3, 2015
11/25, 26, , 20, 18, , 3, 2015
11/26, 25, , 24, 11, , 3, 2015
11/27, 23, , 24, 11, , 3, 2015
11/28, 22, , 23, 14, , 3, 2015
11/29, 24, , 22, 16, , 3, 2015
11/30, 28, , 15, 29, , 6, 2015
12/1, 53, , 17, 24, , 5, 2015
12/2, 36, , 7, 30, , 6, 2015
12/3, 66, , 27, 18, , 5, 2015
12/4, 56, , 14, 23, , 5, 2015
12/5, 36, , 10, 22, , 5, 2015
12/6, 48, , 19, 15, , 4, 2015
12/7, 28, , 8, 24, , 5, 2015
12/8, 47, , 8, 24, , 7, 2015
12/9, 48, , 20, 16, , 5, 2015
12/10, 31, , 28, 7, , 3, 2015
12/11, 33, , 26, 12, , 4, 2015
12/12, 33, , 22, 13, , 4, 2015
12/13, 30, , 30, 4, , 3, 2015
12/14, 17, , 25, 7, , 3, 2015
12/15, 25, , 20, 16, , 5, 2015
12/16, 19, , 12, 25, , 6, 2015
12/17, 47, , 8, 27, , 7, 2015
12/18, 46, , 27, 17, , 6, 2015
12/19, 35, , 23, 11, , 4, 2015
12/20, 24, , 23, 12, , 4, 2015
12/21, 17, , 23, 6, , 4, 2015
12/22, 13, , 30, 5, , 4, 2015
12/23, 24, , 25, 7, , 4, 2015
12/24, 33, , 27, 7, , 4, 2015
12/25, 23, , 23, 9, , 4, 2015
12/26, 19, , 22, 14, , 5, 2015
12/27, 25, , 13, 19, , 6, 2015
12/28, 49, , 13, 20, , 7, 2015
12/29, 46, , 12, 24, , 6, 2015
12/30, 41, , 13, 23, , 5, 2015
12/31, 52, , 21, 19, , 3, 2015
1/1, 50, , , , , , 2016
1/3, 50, , 13, 19, , 4, 2016
1/4, 65, , 24, 17, , 4, 2016
7/2, 11, , 16, 4, , 3, 2015
7/3, 13, , 21, 2, , 3, 2015
7/4, 13, , 21, 1, , , 2015
7/5, 6, , 21, 1, , , 2015
7/6, 5, , 21, 3, , 3, 2015
7/7, 17, , 16, 3, , 3, 2015
7/8, 14, , 19, 3, , 3, 2015
7/9, 17, , 20, 4, , 3, 2015
7/10, 18, , 19, 5, , 3, 2015
7/11, 25, , 20, 3, , 2, 2015
7/12, 12, , 19, 2, , 2, 2015
7/13, 12, , 14, 2, , 2, 2015
7/14, 10, , 20, 2, , 2, 2015
7/15, 16, , 20, 4, , 3, 2015
7/16, 24, , 20, 5, , 2, 2015
7/17, 21, , 23, 4, , 3, 2015
7/18, 15, , 27, 2, , 2, 2015
7/19, 13, , 28, 5, , 2, 2015
7/20, 9, , 17, 7, , 4, 2015
7/21, 19, , 17, 2, , 2, 2015
7/22, 13, , 18, 3, , 2, 2015
7/23, 28, , 19, 3, , 2, 2015
7/24, 27, , 18, 3, , 2, 2015
7/25, 14, , 16, 2, , 2, 2015
7/26, 19, , 19, 1, , 2, 2015
7/27, 22, , 19, 6, , 3, 2015
7/28, 30, , 19, 11, , 3, 2015
7/29, 40, , 21, 6, , 3, 2015
7/30, 26, , 22, 3, , 2, 2015
7/31, 20, , 19, 3, , 2, 2015
8/1, 19, , 21, 1, , , 2015
8/2, 18, , 18, 1, , 2, 2015
8/3, 17, , 20, 3, , 2, 2015
8/4, 9, , 19, 4, , 3, 2015
8/5, 12, , 19, 4, , 3, 2015
8/6, 13, , 21, 4, , 3, 2015
8/7, 26, , 22, 4, , 3, 2015
8/8, 27, , 22, 1, , , 2015
8/9, 16, , 16, 1, , 2, 2015
8/10, 12, , 17, 2, , 2, 2015
8/11, 12, , 18, 3, , 2, 2015
8/12, 18, , 15, 4, , 3, 2015
8/13, 10, , 19, 3, , 3, 2015
8/14, 9, , 15, 4, , 3, 2015
8/15, 14, , 25, 11, , 5, 2015
8/16, 55, , 40, 10, , 5, 2015
8/17, 75, , 24, 7, , 4, 2015
8/18, 66, , 31, 3, , 4, 2015
8/19, 61, , 28, 3, , 3, 2015
8/20, 42, , 29, 3, , 3, 2015
8/21, 31, , 24, 3, , 2, 2015
8/22, 28, , 23, 2, , 2, 2015
8/23, 22, , 26, 2, , 3, 2015
8/24, 28, , 28, 4, , 3, 2015
8/25, 43, , 29, 4, , 3, 2015
8/26, 46, , 23, 6, , 3, 2015
8/27, 40, , 19, 9, , 3, 2015
8/28, 21, , 11, 10, , 4, 2015
8/29, 21, , 19, 3, , , 2015
8/30, 9, , 22, 2, , , 2015
8/31, 12, , 23, 4, , 3, 2015
9/1, 31, , 24, 3, , 2, 2015
9/2, 31, , 22, 3, , 2, 2015
9/3, 16, , 22, 4, , 2, 2015
9/4, 22, , 19, 4, , 2, 2015
9/5, 24, , 22, 9, , 4, 2015
9/6, 29, , 23, 14, , 4, 2015
9/7, 26, , 40, 14, , 4, 2015
9/8, 26, , 45, 23, , 6, 2015
9/9, 34, , 25, 28, , 7, 2015
9/10, 43, , 18, 13, , 5, 2015
9/11, 19, , 20, 8, , 3, 2015
9/12, 20, , 23, 4, , 3, 2015
9/13, 21, , 18, 3, , 3, 2015
9/14, 17, , 21, 5, , 3, 2015
9/15, 20, , 24, 4, , 2, 2015
9/16, 18, , 26, 6, , 3, 2015
9/17, 11, , 22, 6, , 3, 2015
9/18, 18, , 19, 13, , 4, 2015
9/19, 30, , 34, 14, , 4, 2015
9/20, 30, , 57, 20, , 5, 2015
9/21, 35, , 25, 25, , 5, 2015
9/22, 43, , 24, 4, , 2, 2015
9/23, 35, , 22, 7, , 3, 2015
9/24, 27, , 22, 15, , 4, 2015
9/25, 23, , 20, 8, , 4, 2015
9/26, 27, , 20, 5, , 3, 2015
9/27, 18, , 21, 5, , 3, 2015
9/28, 42, , 26, 5, , 3, 2015
9/29, 30, , 29, 5, , 3, 2015
9/30, 22, , 26, 15, , 4, 2015
10/1, 21, , 21, 12, , 4, 2015
4/2, 30, , 30, 12, , 4, 2015
4/3, 34, , 33, 16, , 6, 2015
4/4, 50, , 37, 5, , 4, 2015
4/5, 27, , 37, 5, , 3, 2015
4/6, 27, , 36, 10, , 4, 2015
4/7, 26, , 36, 6, , 2, 2015
4/8, 16, , 33, 11, , 3, 2015
4/9, 22, , 30, 15, , 3, 2015
4/10, 24, , 29, 11, , 3, 2015
4/11, 22, , 28, 6, , 3, 2015
4/12, 22, , 28, 7, , 3, 2015
4/13, 23, , 32, 5, , 3, 2015
4/14, 23, , 38, 7, , 4, 2015
4/15, 24, , 30, 14, , 4, 2015
4/16, 30, , 37, 18, , 4, 2015
4/17, 30, , 31, 13, , 3, 2015
4/18, 35, , 29, 5, , 3, 2015
4/19, 42, , 32, 2, , 2, 2015
4/20, 29, , 32, 4, , 2, 2015
4/21, 33, , 30, 5, , 2, 2015
4/22, 22, , 30, 5, , 2, 2015
4/23, 33, , 30, 5, , 3, 2015
4/24, 53, , 35, 4, , , 2015
4/25, 27, , 31, 3, , 2, 2015
4/26, 20, , 28, 7, , 4, 2015
4/27, 20, , 21, 13, , 4, 2015
4/28, 27, , 28, 4, , 2, 2015
4/29, 28, , 30, 6, , 3, 2015
4/30, 47, , 36, 20, , 5, 2015
5/1, 40, , 35, 16, , 5, 2015
5/2, 54, , 38, 3, , 3, 2015
5/3, 43, , 38, 2, , , 2015
5/4, 29, , 36, 4, , 3, 2015
5/5, 31, , 31, 5, , 2, 2015
5/6, 44, , 29, 9, , 3, 2015
5/7, 48, , 30, 12, , 3, 2015
5/8, 50, , 29, 8, , 4, 2015
5/9, 54, , 31, 3, , 2, 2015
5/10, 26, , 32, 2, , 2, 2015
5/11, 25, , 31, 5, , 2, 2015
5/12, 37, , 33, 5, , 2, 2015
5/13, 25, , 32, 4, , 3, 2015
5/14, 17, , 37, 6, , 3, 2015
5/15, 17, , 34, 5, , 3, 2015
5/16, 21, , 32, 3, , 3, 2015
5/17, 23, , 31, 2, , , 2015
5/18, 16, , 29, 5, , 3, 2015
5/19, 19, , 28, 4, , 3, 2015
5/20, 24, , 27, 4, , 2, 2015
5/21, 23, , 27, 5, , 2, 2015
5/22, 17, , 30, 4, , 2, 2015
5/23, 17, , 30, 2, , 2, 2015
5/24, 27, , 30, 2, , 2, 2015
5/25, 33, , 27, 2, , 2, 2015
5/26, 17, , 28, 4, , 2, 2015
5/27, 13, , 25, 3, , 2, 2015
5/28, 15, , 24, 4, , 2, 2015
5/29, 15, , 26, 3, , 2, 2015
5/30, 17, , 28, 3, , 2, 2015
5/31, 20, , 32, 2, , 2, 2015
6/1, 23, , 23, 4, , 2, 2015
6/2, 12, , 23, 4, , 2, 2015
6/3, 16, , 23, 5, , 3, 2015
6/4, 28, , 23, 5, , 3, 2015
6/5, 36, , 23, 6, , 3, 2015
6/6, 34, , 24, 2, , 3, 2015
6/7, 12, , 22, 3, , 4, 2015
6/8, 9, , 24, 10, , 4, 2015
6/9, 15, , 21, 6, , 3, 2015
6/10, 11, , 21, 10, , 3, 2015
6/11, 15, , 24, 7, , 3, 2015
6/12, 28, , 24, 6, , 3, 2015
6/13, 34, , 24, 2, , 2, 2015
6/14, 40, , 26, 1, , , 2015
6/15, 52, , 24, 3, , 2, 2015
6/16, 41, , 23, 3, , 2, 2015
6/17, 45, , 23, 4, , 2, 2015
6/18, 37, , 24, 4, , 2, 2015
6/19, 32, , 21, 4, , 2, 2015
6/20, 18, , 21, 3, , 2, 2015
6/21, 19, , 27, 2, , 2, 2015
6/22, 26, , 24, 3, , 2, 2015
6/23, 23, , 23, 4, , 2, 2015
6/24, 35, , 22, 3, , 2, 2015
6/25, 35, , 19, 7, , 3, 2015
6/26, 34, , 23, 5, , 3, 2015
6/27, 28, , 19, 2, , , 2015
6/28, 26, , 19, 1, , , 2015
6/29, 5, , 17, 3, , 2, 2015
6/30, 13, , 14, 7, , 3, 2015
7/1, 15, , 18, 6, , 3, 2015
1/2, 48, , 17, 25, , 5, 2015
1/3, 73, , 15, 28, , 7, 2015
1/4, 82, , 16, 24, , 6, 2015
1/5, 88, , 10, 30, , 6, 2015
1/6, 69, , 11, 32, , 7, 2015
1/7, 89, , 7, 34, , 10, 2015
1/8, 72, , 4, 34, , 9, 2015
1/9, 98, , 7, 25, , 6, 2015
1/10, 81, , 13, 16, , 4, 2015
1/11, 54, , 12, 16, , 4, 2015
1/12, 51, , 8, 21, , 5, 2015
1/13, 47, , 10, 24, , 6, 2015
1/14, 38, , 11, 23, , 6, 2015
1/15, 77, , 8, 27, , 6, 2015
1/16, 105, , 3, 25, , 7, 2015
1/17, 95, , 14, 16, , 4, 2015
1/18, 56, , 6, 14, , 5, 2015
1/19, 54, , 10, 12, , 5, 2015
1/20, 43, , 9, 16, , 6, 2015
1/21, 52, , 10, 20, , 7, 2015
1/22, 48, , 10, 15, , 5, 2015
1/23, 62, , 7, 23, , 8, 2015
1/24, 67, , 9, 20, , 7, 2015
1/25, 68, , 12, 16, , 6, 2015
1/26, 67, , 7, 24, , 7, 2015
1/27, 63, , 19, 27, , 7, 2015
1/28, 41, , 18, 21, , 8, 2015
1/29, 56, , 16, 19, , 7, 2015
1/30, 50, , 10, 12, , 5, 2015
1/31, 43, , 23, 15, , 6, 2015
2/1, 34, , 16, 16, , 6, 2015
2/2, 53, , 17, 27, , 9, 2015
2/3, 82, , 13, 24, , 6, 2015
2/4, 58, , 27, 17, , 5, 2015
2/5, 72, , 25, 12, , 3, 2015
2/6, 34, , 24, 4, , 2, 2015
2/7, 17, , 25, 5, , 3, 2015
2/8, 25, , 33, 6, , 3, 2015
2/9, 23, , 30, 6, , 3, 2015
2/10, 43, , 19, 16, , 4, 2015
2/11, 32, , 13, 22, , 5, 2015
2/12, 34, , 16, 23, , 6, 2015
2/13, 38, , 18, 23, , 6, 2015
2/14, 46, , 19, 20, , 6, 2015
2/15, 49, , 20, 19, , 7, 2015
2/16, 48, , 30, 15, , 6, 2015
2/17, 48, , 32, 7, , 3, 2015
2/18, 45, , 30, 8, , 3, 2015
2/19, 36, , 22, 10, , 3, 2015
2/20, 44, , 14, 13, , 5, 2015
2/21, 50, , 27, 11, , 4, 2015
2/22, 43, , 27, 9, , 3, 2015
2/23, 31, , 27, 11, , 3, 2015
2/24, 20, , 25, 19, , 4, 2015
2/25, 30, , 25, 13, , 4, 2015
2/26, 40, , 24, 14, , 5, 2015
2/27, 45, , 28, 5, , 3, 2015
2/28, 22, , 28, 6, , 4, 2015
3/1, 21, , 25, 9, , 4, 2015
3/2, 27, , 31, 9, , 4, 2015
3/3, 33, , 25, 16, , 5, 2015
3/4, 35, , 24, 20, , 5, 2015
3/5, 34, , 31, 21, , 6, 2015
3/6, 36, , 29, 21, , 5, 2015
3/7, 43, , 30, 12, , 5, 2015
3/8, 44, , 27, 6, , 4, 2015
3/9, 46, , 23, 9, , 3, 2015
3/10, 49, , 25, 11, , 3, 2015
3/11, 57, , 28, 9, , 3, 2015
3/12, 37, , 21, 14, , 3, 2015
3/13, 31, , 18, 17, , 4, 2015
3/14, 36, , 32, 19, , 5, 2015
3/15, 39, , 28, 10, , 4, 2015
3/16, 25, , 25, 15, , 4, 2015
3/17, 30, , 28, 6, , 2, 2015
3/18, 22, , 25, 13, , 3, 2015
3/19, 29, , 31, 13, , 5, 2015
3/20, 47, , 29, 11, , 4, 2015
3/21, 33, , 26, 5, , 3, 2015
3/22, 27, , 30, 3, , 3, 2015
3/23, 26, , 34, 7, , 4, 2015
3/24, 29, , 29, 7, , 4, 2015
3/25, 26, , 8, 18, , 6, 2015
3/26, 30, , 24, , , , 2015
3/27, 34, , 22, , , , 2015
3/28, 16, , , , , , 2015
3/30, 44, , 27, 5, , 3, 2015
3/31, 45, , 33, 5, , 3, 2015
4/1, 27, , 32, 12, , 5, 2015
10/2, 33, , 31, 30, , 6, 2014
10/3, 35, , 42, 34, , 6, 2014
10/4, 47, , 47, 28, , 6, 2014
10/5, 46, , , , , , 2014
10/7, 27, , 21, 8, , 3, 2014
10/11, 23, , 19, 5, , 3, 2014
10/12, 25, , 24, 17, , 6, 2014
10/13, 46, , 28, 20, , 7, 2014
10/14, 49, , 28, 8, , 4, 2014
10/15, 35, , 25, 8, , 3, 2014
10/16, 20, , 27, 15, , 4, 2014
10/17, 30, , 23, 15, , 4, 2014
10/18, 28, , 25, 10, , 4, 2014
10/19, 24, , 22, 6, , 3, 2014
10/20, 16, , 29, 9, , 4, 2014
10/21, 16, , 27, 13, , 3, 2014
10/22, 18, , 24, 16, , 4, 2014
10/23, 29, , 19, 16, , 4, 2014
10/24, 28, , 23, 11, , 3, 2014
10/25, 29, , 30, 4, , 3, 2014
10/26, 23, , 26, 7, , 2, 2014
10/27, 26, , 22, 16, , 4, 2014
10/28, 27, , 20, 18, , 4, 2014
10/29, 27, , 21, 24, , 7, 2014
10/30, 41, , 26, 20, , 7, 2014
10/31, 40, , 26, 9, , 3, 2014
11/1, 19, , 28, 6, , 3, 2014
11/2, 20, , 23, 11, , 4, 2014
11/3, 25, , 21, 17, , 6, 2014
11/4, 30, , 16, 19, , 5, 2014
11/5, 40, , 19, 27, , 6, 2014
11/6, 45, , 18, 22, , 6, 2014
11/7, 51, , 12, 19, , 6, 2014
11/8, 36, , 25, 21, , 6, 2014
11/9, 42, , 15, 11, , 5, 2014
11/10, 36, , 20, 15, , 5, 2014
11/11, 44, , 29, 11, , 4, 2014
11/12, 31, , 30, 7, , 3, 2014
11/13, 25, , 23, 8, , 3, 2014
11/14, 21, , 27, 10, , 3, 2014
11/15, 35, , 21, 15, , 3, 2014
11/16, 37, , 27, 12, , 3, 2014
11/17, 25, , 20, 14, , 2, 2014
11/18, 27, , 11, 28, , 5, 2014
11/19, 57, , 24, 20, , 4, 2014
11/20, 39, , 18, 18, , 4, 2014
11/21, 41, , 16, 17, , 4, 2014
11/22, 42, , 25, 6, , 3, 2014
11/23, 18, , 21, 14, , 5, 2014
11/24, 21, , 9, 23, , 5, 2014
11/25, 36, , 12, 27, , 7, 2014
11/26, 57, , 13, 28, , 6, 2014
11/27, 64, , 16, 23, , 6, 2014
11/28, 83, , 22, 13, , 4, 2014
11/29, 51, , 20, 9, , 3, 2014
11/30, 27, , 23, 13, , 4, 2014
12/1, 23, , 8, 21, , 6, 2014
12/2, 49, , 18, 14, , 4, 2014
12/3, 16, , 30, 7, , 4, 2014
12/4, 19, , 21, 16, , 5, 2014
12/5, 23, , 21, 16, , 5, 2014
12/6, 32, , 23, 10, , 4, 2014
12/7, 17, , 11, 15, , 5, 2014
12/8, 43, , 13, 16, , 5, 2014
12/9, 33, , 2, 22, , 7, 2014
12/10, 53, , 22, 12, , 5, 2014
12/11, 48, , 29, 9, , 2, 2014
12/12, 15, , 24, 19, , 4, 2014
12/13, 22, , 15, 21, , 4, 2014
12/14, 46, , 19, 10, , 3, 2014
12/15, 24, , 20, 11, , 3, 2014
12/16, 22, , 22, 14, , 4, 2014
12/17, 22, , 30, 19, , 4, 2014
12/18, 33, , 23, 17, , 6, 2014
12/19, 24, , 16, 17, , 4, 2014
12/20, 23, , 22, 14, , 4, 2014
12/21, 48, , 22, 6, , 3, 2014
12/22, 10, , 7, 17, , 6, 2014
12/23, 31, , 4, 18, , 6, 2014
12/24, 41, , 27, 6, , 3, 2014
12/25, 19, , 25, 4, , 2, 2014
12/26, 11, , 23, 13, , 3, 2014
12/27, 18, , 18, 19, , 4, 2014
12/28, 30, , 20, 15, , 4, 2014
12/29, 50, , , , , , 2014
7/2, 20, , 18, 3, , , 2014
7/3, 22, , 19, 3, , , 2014
7/4, 36, , 20, 1, , , 2014
7/5, 35, , 20, 2, , , 2014
7/6, 28, , 17, 2, , , 2014
7/7, 22, , 12, 3, , , 2014
7/8, 15, , 16, 2, , , 2014
7/9, 10, , 14, 3, , , 2014
7/10, 12, , 16, 3, , , 2014
7/11, 7, , 19, 3, , , 2014
7/12, 11, , 20, 2, , , 2014
7/13, 11, , 20, 2, , , 2014
7/14, 21, , 21, 6, , , 2014
7/15, 48, , 22, 4, , , 2014
7/16, 23, , 15, 3, , , 2014
7/17, 15, , 16, 3, , , 2014
7/18, 15, , 16, 3, , , 2014
7/19, 7, , 18, 2, , , 2014
7/20, 10, , 17, 2, , , 2014
7/21, 11, , 18, 3, , , 2014
7/22, 10, , 17, 3, , , 2014
7/23, 6, , 14, 3, , , 2014
7/24, 10, , 17, 7, , , 2014
7/25, 24, , 23, 10, , , 2014
7/26, 54, , 19, 3, , , 2014
7/27, 48, , 16, 2, , , 2014
7/28, 43, , 15, 3, , , 2014
7/29, 23, , 13, 5, , , 2014
7/30, 29, , 11, 3, , , 2014
7/31, 15, , 15, 4, , , 2014
8/1, 23, , 17, 4, , , 2014
8/2, 39, , 17, 2, , , 2014
8/3, 30, , 20, 2, , , 2014
8/4, 26, , 20, 4, , , 2014
8/5, 14, , 15, 6, , , 2014
8/6, 18, , 13, 8, , , 2014
8/7, 23, , 16, 3, , , 2014
8/8, 29, , 16, 3, , , 2014
8/9, 56, , 17, 2, , , 2014
8/10, 46, , 18, 1, , , 2014
8/11, 17, , 21, 4, , , 2014
8/12, 28, , 23, 4, , , 2014
8/13, 15, , 23, 3, , , 2014
8/14, 18, , 14, 3, , , 2014
8/15, 11, , 21, 4, , , 2014
8/16, 22, , 20, 2, , , 2014
8/17, 24, , 20, 2, , , 2014
8/18, 16, , 24, 3, , , 2014
8/19, 17, , 20, 4, , , 2014
8/20, 14, , 19, 4, , , 2014
8/21, 13, , 18, 4, , , 2014
8/22, 15, , 21, 3, , , 2014
8/23, 18, , 23, 2, , , 2014
8/24, 17, , 24, 2, , , 2014
8/25, 15, , 29, 3, , , 2014
8/26, 24, , 26, 4, , , 2014
8/27, 13, , 26, 5, , , 2014
8/28, 28, , 21, 4, , , 2014
8/29, 17, , 15, 4, , , 2014
8/30, 18, , 18, 3, , , 2014
8/31, 27, , 24, 2, , , 2014
9/1, 28, , 22, 3, , , 2014
9/2, 47, , 21, 3, , , 2014
9/3, 25, , 23, 5, , , 2014
9/4, 32, , 27, 5, , , 2014
9/5, 44, , 30, 5, , , 2014
9/6, 57, , 36, 3, , , 2014
9/7, 69, , 36, 2, , , 2014
9/8, 48, , 35, 4, , , 2014
9/9, 43, , 28, 6, , 3, 2014
9/10, 32, , 21, 13, , 4, 2014
9/11, 44, , 26, 11, , 4, 2014
9/12, 41, , 21, 8, , 4, 2014
9/13, 41, , 27, 4, , 3, 2014
9/14, 40, , 29, 3, , 3, 2014
9/15, 44, , 27, 4, , 3, 2014
9/16, 34, , 21, 7, , 3, 2014
9/17, 28, , 20, 5, , 2, 2014
9/18, 24, , 20, 4, , 2, 2014
9/19, 21, , 19, 5, , 2, 2014
9/20, 21, , 23, 3, , 2, 2014
9/21, 19, , 22, 2, , 2, 2014
9/22, 14, , 25, 5, , 3, 2014
9/23, 18, , 17, 5, , 2, 2014
9/24, 11, , 21, 4, , 2, 2014
9/25, 11, , 27, 6, , 3, 2014
9/26, 13, , 24, 7, , 3, 2014
9/27, 24, , 21, 5, , 2, 2014
9/28, 30, , 22, 3, , 2, 2014
9/29, 40, , 21, 5, , 2, 2014
9/30, 34, , 17, 9, , 3, 2014
10/1, 27, , 26, 21, , 5, 2014
4/2, 18, , 30, 11, , , 2014
4/3, 18, , 28, 10, , , 2014
4/4, 19, , 28, 7, , , 2014
4/5, 14, , 26, 9, , , 2014
4/6, 23, , 20, 11, , , 2014
4/7, 39, , 26, 18, , , 2014
4/8, 41, , 27, 16, , , 2014
4/9, 34, , 15, 5, , , 2014
4/10, 16, , 18, 9, , , 2014
4/11, 29, , 29, 5, , , 2014
4/12, 33, , 31, 3, , , 2014
4/13, 41, , 33, 3, , , 2014
4/14, 44, , 28, 6, , , 2014
4/15, 47, , 28, 5, , , 2014
4/16, 50, , 30, 8, , , 2014
4/17, 52, , 29, 7, , , 2014
4/18, 44, , 34, 8, , , 2014
4/19, 37, , 37, 3, , , 2014
4/20, 21, , 33, 8, , , 2014
4/21, 34, , 29, 7, , , 2014
4/22, 50, , 38, 5, , , 2014
4/23, 19, , 32, 10, , , 2014
4/24, 13, , 29, 6, , , 2014
4/25, 21, , 34, 8, , , 2014
4/26, 13, , 34, 5, , , 2014
4/27, 9, , 33, 3, , , 2014
4/28, 20, , 30, 12, , , 2014
4/29, 34, , 31, 21, , , 2014
4/30, 33, , 59, 20, , , 2014
5/1, 38, , 44, 20, , , 2014
5/2, 38, , 21, 8, , , 2014
5/3, 16, , 32, 3, , , 2014
5/4, 14, , 28, 2, , , 2014
5/5, 16, , 32, 5, , , 2014
5/6, 18, , 26, 9, , , 2014
5/7, 24, , 32, 7, , , 2014
5/8, 37, , 34, 5, , , 2014
5/9, 25, , 31, 5, , , 2014
5/10, 14, , 29, 4, , , 2014
5/11, 13, , 27, 6, , , 2014
5/12, 20, , 27, 16, , , 2014
5/13, 31, , 46, 22, , , 2014
5/14, 40, , 39, 24, , , 2014
5/15, 38, , 27, 19, , , 2014
5/16, 34, , 25, 5, , , 2014
5/17, 36, , 28, 2, , , 2014
5/18, 25, , 27, 3, , , 2014
5/19, 19, , 24, 4, , , 2014
5/20, 16, , 25, 4, , , 2014
5/21, 18, , 29, 4, , , 2014
5/22, 45, , 28, 4, , , 2014
5/23, 22, , 20, 4, , , 2014
5/24, 18, , 24, 2, , , 2014
5/25, 31, , 25, 4, , , 2014
5/26, 46, , 24, 4, , , 2014
5/27, 31, , 27, 5, , , 2014
5/28, 41, , 22, 10, , , 2014
5/29, 29, , 25, 13, , , 2014
5/30, 42, , 33, 3, , , 2014
5/31, 52, , 30, 3, , , 2014
6/1, 34, , 25, 3, , , 2014
6/2, 39, , 25, 3, , , 2014
6/3, 22, , 25, 5, , , 2014
6/4, 23, , 25, 6, , , 2014
6/5, 47, , 24, 4, , , 2014
6/6, 49, , 25, 4, , , 2014
6/7, 44, , 23, 3, , , 2014
6/8, 57, , 25, 8, , , 2014
6/9, 48, , 21, 8, , , 2014
6/10, 53, , 19, 4, , , 2014
6/11, 19, , 22, 5, , , 2014
6/12, 32, , 19, 3, , , 2014
6/13, 19, , 18, 6, , , 2014
6/14, 37, , 22, 6, , , 2014
6/15, 55, , 21, 2, , , 2014
6/16, 55, , 22, 3, , , 2014
6/17, 38, , 18, 8, , , 2014
6/18, 40, , 18, 12, , , 2014
6/19, 48, , 18, 3, , , 2014
6/20, 35, , 26, 4, , , 2014
6/21, 34, , 24, 2, , , 2014
6/22, 49, , 21, 2, , , 2014
6/23, 45, , 20, 5, , , 2014
6/24, 42, , 14, 5, , , 2014
6/25, 32, , 12, 4, , , 2014
6/26, 12, , 18, 5, , , 2014
6/27, 11, , 14, 3, , , 2014
6/28, 9, , 16, 3, , , 2014
6/29, 17, , 18, 5, , , 2014
6/30, 31, , 20, 9, , , 2014
7/1, 53, , 20, 3, , , 2014
1/2, 72, , 14, 34, , , 2014
1/3, 67, , 10, 31, , , 2014
1/4, 61, , 13, 23, , , 2014
1/5, 46, , 22, 23, , , 2014
1/6, 40, , 7, 34, , , 2014
1/7, 77, , 16, 28, , , 2014
1/8, 60, , 19, 11, , , 2014
1/9, 19, , 21, 12, , , 2014
1/10, 29, , 10, 25, , , 2014
1/11, 39, , 19, 15, , , 2014
1/12, 30, , 20, 14, , , 2014
1/13, 28, , 23, 24, , , 2014
1/14, 29, , , , , , 2014
1/16, 52, , 13, 37, , , 2014
1/17, 58, , 15, 39, , , 2014
1/18, 96, , 12, 35, , , 2014
1/19, 69, , 21, 31, , , 2014
1/20, 69, , 9, 35, , , 2014
1/21, 63, , 10, 33, , , 2014
